customer_id,first_name,last_name,gender,dob,phone,email,address,city,state,pincode,occupation,annual_income,marital_status,customer_since,kyc_status,customer_status,risk_category
CUST000030,Ayushman,Bobal,Female,1991-10-05,1750448198,kashyapwakeeta@example.net,"52/90, Sami Path",Guwahati,Nagaland,200857,Lawyer,2007790,Divorced,2025-03-24,Verified,Active,High
CUST000031,Megha,Gala,Female,2006-08-15,2315893297,baghyawati41@example.com,"87
Chaudhary Circle",Narasaraopet,Assam,843770,Farmer,530252,Single,2018-12-12,Pending,Active,Medium
CUST000032,Bishakha,Raja,Female,2002-08-03,7239655610,sodhiridhi@example.com,"375
Saini Chowk",Raipur,Arunachal Pradesh,516877,Business,990644,Single,2025-06-29,Verified,Active,Medium
CUST000033,Kritika,Venkatesh,Male,1996-03-03,5568015590,tanayrau@example.net,"H.No. 10
Tiwari Circle",Proddatur,West Bengal,541451,Doctor,736180,Divorced,2026-04-26,Pending,Active,Low
CUST000034,Omya,Anand,Female,1955-07-15,7142717491,dashlekha@example.net,"H.No. 515
Krishnan Ganj",Srikakulam,Mizoram,749234,Farmer,2356212,Divorced,2023-10-08,Verified,Inactive,High
CUST000035,Gavin,Ramanathan,Male,1959-05-30,8788066525,shravyakaul@example.net,"44, Ramesh Ganj",Mumbai,Mizoram,867306,Business,927631,Single,2020-08-31,Verified,Active,Medium
CUST000036,Pranit,Agrawal,Female,1981-04-10,5719114631,deshpandegagan@example.net,"574, Subramanian Chowk",Salem,Madhya Pradesh,795499,Business,2399104,Divorced,2019-05-08,Pending,Active,Medium
CUST000037,Onveer,Kapur,Male,1989-09-14,0941922530,aishanibuch@example.org,"H.No. 58, Chadha Street",Kavali,Mizoram,263136,Teacher,1395211,Single,2024-08-14,Verified,Active,High
CUST000038,Leena,Ahuja,Female,2007-04-26,8458002623,kuruvillaneel@example.org,"76, Ghosh Zila",Mirzapur,Karnataka,963865,Software Engineer,2479809,Married,2018-01-22,Pending,Active,Medium
CUST000039,Zaitra,Nagar,Female,1977-08-25,1218139126,mastersiya@example.org,"H.No. 18, Sood Chowk",Bahraich,Kerala,250392,Sales Executive,2041611,Divorced,2019-05-16,Pending,Inactive,High
CUST000040,Gagan,Setty,Female,1953-10-03,7647864756,ckant@example.net,"33, Modi Ganj",Cuttack,Meghalaya,830553,Government Employee,2038066,Single,2026-01-18,Pending,Active,Medium
CUST000041,Rudra,Dalal,Female,1980-05-01,6960336919,munibenjamin@example.org,"25/20, Chada Marg",Vijayawada,Chhattisgarh,100274,Sales Executive,594580,Divorced,2026-02-08,Verified,Inactive,Low
CUST000042,Aahana,Manne,Female,1951-12-25,5360411818,tanmayisagar@example.org,"846
Nath Street",Bulandshahr,Himachal Pradesh,286108,Government Employee,1660483,Divorced,2017-06-15,Verified,Inactive,Medium
CUST000043,Barkha,Wable,Male,1950-10-18,5554737874,farhan02@example.com,"56/222, Shroff Marg",Jehanabad,Punjab,988086,Doctor,1358732,Single,2024-06-16,Verified,Active,Low
CUST000044,Harsh,Sagar,Female,1952-01-04,6490170984,kadakiaaditya@example.com,"98, Narayanan Path",Akola,Bihar,907417,Business,1574907,Married,2021-07-29,Verified,Inactive,Medium
CUST000045,Chakrika,Bumb,Female,1959-06-24,2559697375,hdeol@example.net,"H.No. 841, Oza Path",Aligarh,Mizoram,557066,Sales Executive,2201344,Married,2019-10-25,Verified,Inactive,High
CUST000046,Tanvi,Natarajan,Male,1957-06-03,7906741330,masonbalay@example.org,"H.No. 85
Contractor",Durgapur,Maharashtra,186298,Government Employee,1922722,Married,2024-02-01,Verified,Inactive,Medium
CUST000047,Christopher,Mohan,Female,1978-11-23,9637187751,tcontractor@example.org,"H.No. 483
Sachar Circle",Bhusawal,Arunachal Pradesh,899028,Lawyer,816573,Divorced,2018-07-17,Pending,Active,Low
CUST000048,Tanish,Sahni,Female,1988-05-15,9780448640,cchaudhry@example.net,"523, Rout Street",Sasaram,Goa,532833,Software Engineer,767667,Divorced,2018-02-11,Verified,Inactive,Medium
CUST000049,Raksha,Barad,Female,1973-07-22,0498337774,ntaneja@example.com,"228
Arya Marg",Jabalpur,Assam,409739,Government Employee,2159448,Divorced,2022-04-22,Pending,Active,Low
CUST000050,Ati,Raval,Female,1985-05-20,1223643567,kdani@example.com,"H.No. 951, Seshadri Marg",Proddatur,Bihar,700085,Software Engineer,1435729,Single,2022-04-28,Verified,Active,Medium
CUST000051,Hredhaan,Dada,Male,1986-05-22,4068233399,gupadhyay@example.net,"68/46
Mannan Chowk",Nandyal,Kerala,958150,Teacher,524715,Single,2019-03-08,Pending,Inactive,Medium
CUST000052,Shravya,Balakrishnan,Female,1969-07-12,6762084606,achand@example.net,"71/00
Babu Circle",Hapur,West Bengal,881115,Business,1210617,Single,2025-12-31,Verified,Active,Low
CUST000053,Tanveer,Tripathi,Female,2003-07-21,4733598336,dipta10@example.net,"78
Sarin",Nagpur,Sikkim,336000,Software Engineer,468401,Married,2019-05-20,Pending,Active,Low
CUST000054,Rachita,Mody,Male,1997-10-10,4948402512,aarnavkaul@example.net,"89, Kapoor Street",Miryalaguda,Telangana,995867,Doctor,1589340,Married,2025-01-06,Verified,Active,Low
CUST000055,Turvi,Brahmbhatt,Female,1951-03-22,0138005060,chandreshyogi@example.net,"H.No. 84
Bains Circle",Mahbubnagar,Kerala,653166,Government Employee,1056494,Divorced,2022-05-03,Verified,Active,High
CUST000056,Ridhi,Rout,Female,1956-03-14,2324595475,chokshiarunima@example.com,"H.No. 872
Vyas",Silchar,Bihar,582476,Business,918595,Single,2025-03-22,Verified,Inactive,High
CUST000057,Raksha,Iyengar,Male,1980-09-26,8915815690,issacjairaj@example.net,"18/961
Chaudhari Marg",Orai,Kerala,707786,Government Employee,339066,Married,2024-10-12,Verified,Inactive,Medium
CUST000058,Kavya,Borah,Female,1958-03-16,9947531541,surdiya@example.org,"68/835, Savant Road",Bokaro,Madhya Pradesh,929224,Business,1287835,Married,2020-11-08,Verified,Active,Medium
CUST000059,Lipika,Palla,Male,1956-02-01,2868357258,parth00@example.net,"782
Hora Path",Panvel,Himachal Pradesh,072001,Lawyer,438554,Single,2021-01-20,Pending,Active,Low
CUST000060,Netra,Bhandari,Male,1987-09-27,1576168288,deykavya@example.net,"85/938
Sidhu Path",Mira-Bhayandar,Jharkhand,949690,Sales Executive,1168620,Married,2022-02-24,Pending,Inactive,Low
CUST000061,Yagnesh,Walia,Female,1986-04-09,5828400094,cnarayan@example.net,"10/843
Patla",Dewas,Karnataka,676415,Doctor,2019774,Single,2021-01-12,Verified,Active,High
CUST000062,Michael,Doctor,Female,1962-04-23,3247136536,david93@example.org,"33/82
Prakash Marg",Sri Ganganagar,West Bengal,401281,Government Employee,1796233,Married,2025-06-01,Pending,Active,Low
CUST000063,Frado,Gara,Female,1972-11-19,2358692849,maxkannan@example.org,"992
Suri Path",Gwalior,Goa,665487,Student,1635001,Divorced,2023-12-16,Verified,Inactive,Medium
CUST000064,Utkarsh,Yogi,Female,1979-11-06,9959065910,damyantikhatri@example.com,"947
Mander Road",Anand,Assam,811240,Sales Executive,1583691,Single,2021-05-20,Pending,Inactive,Low
CUST000065,Ishaan,Salvi,Male,1992-03-19,4023625713,choudhurybishakha@example.net,"90/625
Pradhan Zila",Motihari,Karnataka,930389,Sales Executive,1952131,Married,2022-03-28,Pending,Active,Low
CUST000066,Zinal,Varkey,Male,1949-08-22,1509956989,mugdha05@example.com,"167, Vig Path",Rampur,Kerala,378594,Business,778250,Divorced,2018-07-19,Pending,Active,Low
CUST000067,Rajeshri,Thaman,Female,1996-08-18,8395590372,chandreshsridhar@example.org,"43/15, Borde Chowk",Bijapur,Nagaland,503008,Doctor,2070923,Divorced,2019-12-13,Verified,Inactive,High
CUST000068,Jagvi,Gokhale,Female,2001-12-20,1848130501,finn07@example.org,"370, Bumb Zila",Sirsa,Mizoram,820884,Farmer,367695,Married,2019-07-05,Pending,Active,Medium
CUST000069,Manbir,Palla,Female,1953-02-26,4321211914,rajeshrireddy@example.com,"82/41
Menon Zila",Bidar,Gujarat,662961,Lawyer,967029,Married,2026-02-14,Pending,Active,Medium
CUST000070,Nilima,Devan,Female,1973-03-12,0701317939,xbhavsar@example.net,"H.No. 316
Datta Street",Bhalswa Jahangir Pur,Madhya Pradesh,261112,Sales Executive,1431771,Single,2019-04-13,Pending,Active,High
CUST000071,Ishanvi,Kothari,Male,1957-03-10,9422152579,trama@example.com,"004
Vohra Nagar",Karnal,Karnataka,863555,Government Employee,704985,Married,2018-09-27,Verified,Active,High
CUST000072,Benjamin,Dhawan,Female,1998-02-22,4740923789,umangbrahmbhatt@example.com,"539, Lal Street",Varanasi,West Bengal,283737,Lawyer,2395523,Single,2016-09-07,Verified,Active,High
CUST000073,Shivani,Mahajan,Male,1961-01-04,3067210430,bhatgautam@example.org,"H.No. 52
Chatterjee Nagar",Kumbakonam,Meghalaya,249752,Business,609594,Married,2025-06-19,Verified,Inactive,Low
CUST000074,Ranveer,Subramanian,Male,1986-06-10,0176468571,skannan@example.net,"59/807
Maharaj Path",Nashik,Meghalaya,542900,Student,1203410,Divorced,2016-10-12,Pending,Active,Low
CUST000075,Urmi,Kohli,Male,1986-05-21,5376741505,krishnamanya@example.com,"89/300, Barad Nagar",Mango,Andhra Pradesh,482987,Accountant,363180,Single,2022-10-09,Pending,Inactive,Medium
CUST000076,Hamsini,Mitra,Male,1994-04-18,0521186113,jagratimuni@example.com,"H.No. 704, Mital Path",Allahabad,Assam,855017,Government Employee,2379817,Single,2016-08-22,Verified,Active,Low
CUST000077,Bishakha,Bala,Female,1950-11-23,1855227133,buchwaida@example.org,"924
Hayer Ganj",Bidhannagar,Uttar Pradesh,637605,Teacher,1450304,Divorced,2026-05-18,Verified,Active,Medium
CUST000078,Ishita,Chokshi,Female,1956-08-02,1541628862,akakar@example.net,"43/155, Singhal Circle",Shahjahanpur,Madhya Pradesh,620611,Accountant,515938,Single,2021-03-10,Verified,Active,Low
CUST000079,Rushil,Edwin,Female,1945-08-19,3989222088,babuupkaar@example.net,"96/97, Menon Marg",Bulandshahr,Nagaland,417063,Government Employee,996146,Divorced,2017-05-16,Pending,Inactive,High
CUST000080,Chandran,Tata,Male,1954-10-10,1336400914,wborra@example.com,"70/075
Khosla Zila",Eluru,Karnataka,047553,Lawyer,2008182,Divorced,2018-09-14,Pending,Active,Medium
CUST000081,Harrison,Panchal,Male,1980-05-23,6721698710,garahitesh@example.org,"95/87, Ganguly Street",Morena,Odisha,805032,Business,1219506,Single,2020-04-16,Verified,Active,Low
CUST000082,Raksha,Deep,Female,1975-04-02,7202239435,sharafshaurya@example.com,"18/221, Pau Road",Korba,Odisha,526008,Sales Executive,353978,Divorced,2023-02-05,Verified,Inactive,Low
CUST000083,Gabriel,Raju,Male,1949-02-18,5850245894,usama@example.com,"343
Chaudhari",Nandyal,Punjab,677909,Farmer,1289644,Single,2017-07-13,Verified,Inactive,High
CUST000084,Max,Sane,Female,1991-05-18,4050522987,fsandhu@example.net,"H.No. 064
Chandran Path",Burhanpur,Punjab,092184,Farmer,1113106,Single,2019-06-21,Pending,Active,Low
CUST000085,Yoshita,Jani,Female,1982-10-24,8288745888,mugdharai@example.net,"93/250
Srivastava Path",Phagwara,Jharkhand,633028,Government Employee,1381705,Divorced,2023-03-04,Pending,Active,High
CUST000086,Bishakha,Ramachandran,Male,1945-10-24,9018437198,grajagopal@example.org,"990, Sanghvi Chowk",Dharmavaram,Arunachal Pradesh,687718,Farmer,2220033,Divorced,2021-11-25,Pending,Active,Low
CUST000087,Samesh,Varma,Male,1967-09-26,6636753224,cyohannan@example.com,"H.No. 89, Hegde Circle",Aurangabad,Arunachal Pradesh,520951,Sales Executive,2094376,Single,2017-06-12,Verified,Active,Medium
CUST000088,Jagvi,Grover,Female,2002-05-28,8403962262,bdani@example.com,"260
Master Ganj",Maheshtala,Bihar,013786,Doctor,1001113,Married,2026-01-25,Pending,Inactive,Medium
CUST000089,Deepa,Venkatesh,Female,1998-03-28,3085828505,vsampath@example.net,"97/76, Loyal Zila",Mathura,Arunachal Pradesh,804968,Business,2462356,Single,2023-07-30,Verified,Inactive,Medium
CUST000090,Charita,Gaba,Male,1974-02-23,1834540012,dvala@example.com,"55/02
Kar Road",Cuttack,Odisha,932443,Business,995921,Married,2016-09-30,Pending,Active,High
CUST000091,Nimrat,Pandya,Female,1988-09-07,9046341077,ikalla@example.com,"H.No. 042
Randhawa Circle",Raipur,Kerala,627487,Government Employee,2191101,Divorced,2018-07-24,Pending,Inactive,Low
CUST000092,Faqid,Singhal,Male,1981-01-07,0863389983,dayamaithakur@example.net,"15/017
Shetty Ganj",Bhimavaram,Uttarakhand,846830,Doctor,1295814,Single,2023-12-22,Verified,Inactive,Medium
CUST000093,Advaith,Grover,Male,1977-07-21,6180718792,reva67@example.com,"18/08
Konda Zila",Dewas,West Bengal,470453,Sales Executive,1429602,Single,2019-10-21,Pending,Inactive,Medium
CUST000094,Ladli,Gala,Male,1951-01-10,9791579816,jhalak20@example.com,"H.No. 750, Butala Zila",Dehradun,Maharashtra,531399,Software Engineer,1539823,Married,2017-03-01,Pending,Inactive,Low
CUST000095,Jagrati,Som,Female,1990-07-20,1027248187,mohinimurty@example.org,"H.No. 82
Sura Marg",Pondicherry,Goa,222660,Business,367716,Married,2022-07-24,Verified,Active,Medium
CUST000096,Anthony,Chaudhary,Female,1954-09-04,1622164736,rudra33@example.net,"H.No. 85
Kumer Circle",Agra,Tripura,543551,Farmer,1654721,Married,2023-11-30,Verified,Inactive,Low
CUST000097,Upkaar,Mall,Female,1962-10-14,1224466161,yahvimerchant@example.net,"H.No. 978, Tandon Path",Ludhiana,Uttarakhand,783329,Government Employee,437771,Married,2018-10-23,Verified,Active,High
CUST000098,Praneel,Kuruvilla,Female,1958-05-23,7207412638,reyanshdash@example.com,"27, Kadakia Chowk",Dehri,Telangana,884938,Business,976681,Single,2023-10-05,Pending,Active,Medium
CUST000099,Yatan,Rajagopal,Male,2007-09-16,7630841623,alkapatil@example.org,"600, Solanki Ganj",Firozabad,Nagaland,772842,Lawyer,1380896,Single,2022-03-27,Pending,Active,High
CUST000100,Gaurika,Patla,Male,1963-06-22,5402389691,arya32@example.net,"11/34, Oza Chowk",Mau,Uttarakhand,504864,Doctor,361067,Divorced,2026-01-28,Pending,Active,Medium
CUST000101,Harish,Chandran,Male,1981-11-21,2506450617,deshpandedayamai@example.net,"06, Bahl Ganj",Pondicherry,Andhra Pradesh,678767,Lawyer,1949026,Single,2023-12-29,Pending,Inactive,Medium
CUST000102,Yashica,Balakrishnan,Female,1951-08-21,6512441776,gulatiadweta@example.org,"28, Sathe Nagar",Warangal,Tripura,365634,Software Engineer,1516601,Married,2023-05-27,Pending,Active,High
CUST000103,Viraj,Mody,Male,1996-10-19,5036935186,rudra26@example.org,"00/90, Sama Nagar",Raipur,Punjab,648075,Doctor,826801,Divorced,2020-06-17,Pending,Inactive,Low
CUST000104,Dakshesh,Chahal,Male,1997-12-05,2177755518,korpalanirudh@example.org,"64
Balasubramanian Zila",Panihati,Sikkim,622726,Teacher,360706,Single,2024-03-30,Verified,Inactive,Low
CUST000105,Nitesh,Bali,Female,2003-05-31,8726207797,pnigam@example.net,"33/405
Dora Zila",Arrah,Chhattisgarh,566288,Student,394092,Married,2019-03-14,Pending,Inactive,Low
CUST000106,Ekapad,Gaba,Male,1994-05-18,0499811347,lminhas@example.org,"99/259, Panchal Road",Jalandhar,Madhya Pradesh,548573,Accountant,693664,Divorced,2023-01-02,Verified,Inactive,High
CUST000107,Vincent,Padmanabhan,Male,1949-06-20,7846855781,christopher55@example.net,"H.No. 43, Ghose Zila",Bhatpara,Andhra Pradesh,523395,Government Employee,559450,Married,2022-07-22,Verified,Active,Medium
CUST000108,Jack,Sur,Male,1982-07-04,0099636943,merchantimaran@example.org,"096, Bal Circle",Narasaraopet,Jharkhand,369546,Accountant,1966096,Married,2023-03-10,Pending,Active,High
CUST000109,Champak,Pandey,Female,1966-07-12,4369109371,chaudharichaman@example.org,"H.No. 073, Deep",Vijayanagaram,Himachal Pradesh,923620,Farmer,1037843,Divorced,2018-03-11,Pending,Inactive,Low
CUST000110,Sara,Upadhyay,Female,1986-03-09,6621030205,osha46@example.net,"09
Padmanabhan Road",Tiruchirappalli,Gujarat,888389,Student,369228,Divorced,2018-04-07,Verified,Active,High
CUST000111,Gagan,Sawhney,Female,1959-02-16,4598714850,abhakta@example.org,"083, Pant",Agra,Meghalaya,375573,Government Employee,1732429,Divorced,2022-03-20,Pending,Active,Low
CUST000112,Oviya,Atwal,Male,2003-11-14,0560645072,patlaranveer@example.org,"H.No. 507
Lall Street",Panvel,Madhya Pradesh,636795,Software Engineer,682757,Married,2017-05-21,Pending,Inactive,Low
CUST000113,Naveen,Keer,Male,1982-11-17,2384791793,cpuri@example.com,"73/021
Thakur Circle",Kochi,Karnataka,785116,Business,989102,Divorced,2020-06-23,Pending,Active,Low
CUST000114,Bishakha,Nayak,Female,1985-09-12,8457448346,jagvisubramaniam@example.com,"H.No. 676
Solanki Marg",Warangal,Gujarat,849953,Accountant,1429729,Divorced,2019-12-02,Verified,Inactive,Low
CUST000115,Anusha,Bhatti,Female,1983-09-28,4322527956,saksham77@example.com,"24/666, Kanda Marg",Ranchi,Jharkhand,155886,Student,1542982,Divorced,2025-05-07,Pending,Inactive,High
CUST000116,Darsh,Acharya,Male,1984-06-28,9260433136,zsridhar@example.net,"H.No. 135
Savant Chowk",Bilaspur,Sikkim,531577,Doctor,1904664,Married,2017-09-24,Pending,Inactive,Low
CUST000117,Advik,Vasa,Female,1979-11-26,4026132948,yuvraj16@example.org,"90/66
Prasad Road",Jaunpur,Tripura,744738,Lawyer,669413,Single,2022-03-13,Verified,Inactive,Medium
CUST000118,Amaira,Oommen,Female,1984-05-30,8335872057,lajitagour@example.com,"H.No. 996, Bal Path",Hazaribagh,Punjab,218560,Accountant,619026,Single,2023-09-27,Verified,Active,Low
CUST000119,Inaya,Sunder,Female,1989-08-13,4430797007,basakwyatt@example.org,"544
Sarraf Ganj",Bardhaman,Goa,384313,Government Employee,974784,Married,2018-06-25,Pending,Active,Medium
CUST000120,Jonathan,Ben,Female,1991-11-24,5766248585,eta13@example.org,"H.No. 80
Ganguly Zila",Jalandhar,Odisha,509850,Lawyer,1295877,Married,2022-10-15,Pending,Active,High
CUST000121,Fariq,Hayre,Male,1998-08-27,6542169481,tanay26@example.org,"H.No. 88
Kashyap Zila",Karaikudi,Sikkim,917401,Teacher,577239,Married,2019-07-22,Pending,Inactive,Low
CUST000122,Aishani,Deep,Female,1986-08-25,0161406892,idugar@example.net,"33, Swaminathan Nagar",Bhopal,Kerala,043614,Doctor,2256251,Married,2023-04-17,Verified,Inactive,Medium
CUST000123,Anirudh,Suresh,Male,1990-10-10,1692896120,aarnav89@example.org,"H.No. 163, Ganesan Chowk",Nangloi Jat,Gujarat,745048,Lawyer,2237167,Married,2021-08-10,Pending,Active,Medium
CUST000124,Dhruv,Narasimhan,Female,1965-03-29,8332240457,indiranori@example.net,"776
Contractor",Mirzapur,Tripura,522869,Software Engineer,1988516,Married,2021-06-22,Pending,Inactive,Low
CUST000125,Onkar,Rau,Male,1990-01-09,2547085920,bhatyadavi@example.net,"81/75, Mohanty Chowk",Saharsa,Andhra Pradesh,110353,Software Engineer,2334197,Married,2019-06-23,Pending,Inactive,High
CUST000126,Girik,Johal,Male,1963-10-22,8067145430,dparmer@example.net,"H.No. 688, Khatri",Ongole,Andhra Pradesh,805049,Student,2110828,Single,2023-08-19,Verified,Inactive,High
CUST000127,Girindra,Dalal,Female,2003-02-17,5481306024,omishasaxena@example.com,"H.No. 782, Chakrabarti Ganj",Khora ,Nagaland,544259,Farmer,1285737,Single,2022-11-26,Pending,Active,Medium
CUST000128,Chasmum,More,Female,1948-10-17,0468842753,imarandar@example.org,"61/03, Chhabra Circle",Pudukkottai,Odisha,164388,Accountant,1222689,Single,2018-02-03,Pending,Inactive,Medium
CUST000129,Zilmil,Garg,Male,1949-03-20,7383144579,ikshita82@example.com,"H.No. 28
Bajaj Marg",Hubli–Dharwad,Rajasthan,200621,Student,1472654,Divorced,2016-12-31,Verified,Inactive,Medium
CUST000130,Anvi,Brar,Female,1966-04-23,9951970623,tchoudhary@example.com,"H.No. 56, Sharaf Road",Kozhikode,Tamil Nadu,668119,Government Employee,1367633,Single,2024-03-17,Pending,Active,Low
CUST000131,Amara,Ahuja,Female,1985-09-09,8631085217,zaidtaneja@example.com,"85/300
Venkataraman Chowk",South Dumdum,Himachal Pradesh,160630,Business,1933900,Divorced,2024-07-10,Pending,Inactive,Low
CUST000132,Abhiram,Patla,Male,1956-01-17,2106702515,pratyush40@example.org,"68/021
Chaudry Zila",Bhusawal,Nagaland,910516,Teacher,280262,Married,2026-05-29,Verified,Active,Medium
CUST000133,Yoshita,More,Female,1978-09-15,6948933465,ridhigade@example.com,"186, Dixit",Parbhani,Tamil Nadu,235957,Lawyer,1550596,Single,2017-02-21,Verified,Active,Low
CUST000134,Amaira,Keer,Male,1952-05-03,5333710713,tdani@example.net,"601
Ravel Road",Karaikudi,Mizoram,113232,Government Employee,1367249,Single,2024-07-16,Verified,Active,Low
CUST000135,Reva,Loyal,Male,1968-04-03,1835369750,routmeera@example.com,"03/95
Majumdar Ganj",Tenali,Telangana,417258,Software Engineer,1943767,Single,2025-04-05,Pending,Inactive,High
CUST000136,Naksh,Halder,Male,1951-09-13,7066057344,tejaspandya@example.net,"12
Sane Chowk",Udaipur,Nagaland,605268,Accountant,1464939,Divorced,2022-06-04,Verified,Inactive,Medium
CUST000137,Jeevika,Sarna,Male,1964-06-06,2915779564,varshamittal@example.org,"56/527
Gopal Marg",Gwalior,Chhattisgarh,140634,Doctor,512657,Divorced,2017-05-19,Verified,Inactive,High
