card_id,customer_id,account_id,card_number,card_type,card_network,issue_date,expiry_date,cvv,daily_limit,status
CARD000043,CUST018805,ACC27519644,6570826713043623,Credit,Visa,2024-04-26,2029-11-26,454,200000,Blocked
CARD000044,CUST011733,ACC58067642,4505682129960665160,Debit,Visa,2022-11-02,2023-08-13,146,200000,Blocked
CARD000045,CUST010620,ACC10040289,060431602352,Debit,RuPay,2025-10-06,2029-08-13,385,50000,Active
CARD000046,CUST000757,ACC35110398,3530319015594903,Credit,RuPay,2025-02-24,2030-11-26,373,200000,Expired
CARD000047,CUST012758,ACC94563408,4717824553435966,Debit,Visa,2021-12-09,2031-03-03,785,100000,Expired
CARD000048,CUST003723,ACC33813206,3500458637901504,Debit,Visa,2023-08-01,2030-12-15,305,50000,Expired
CARD000049,CUST004692,ACC58090539,3511276541943678,Credit,MasterCard,2025-06-10,2030-03-07,860,100000,Expired
CARD000050,CUST010042,ACC39009988,4354325736276333,Credit,RuPay,2024-06-20,2028-09-23,754,200000,Active
CARD000051,CUST010476,ACC82184514,4422989481237580,Credit,MasterCard,2022-07-25,2030-08-17,937,25000,Expired
CARD000052,CUST012813,ACC86318023,3523117988535559,Credit,MasterCard,2024-11-22,2030-05-10,988,100000,Expired
CARD000053,CUST003542,ACC83073200,567202952279,Credit,RuPay,2026-02-12,2028-09-09,314,100000,Blocked
CARD000054,CUST003444,ACC22939606,2277038730108075,Credit,MasterCard,2026-03-11,2026-05-25,718,25000,Active
CARD000055,CUST019577,ACC71348304,3523339686786819,Debit,RuPay,2024-03-01,2028-02-23,136,50000,Blocked
CARD000056,CUST000944,ACC50949920,4073369694305,Debit,Visa,2023-08-05,2027-03-15,717,200000,Active
CARD000057,CUST015093,ACC22908720,349927634941003,Debit,Visa,2023-01-03,2023-05-14,510,200000,Blocked
CARD000058,CUST003458,ACC25829062,4550989937115,Credit,MasterCard,2025-12-27,2026-03-29,545,50000,Expired
CARD000059,CUST018764,ACC82601779,4438216241251619480,Credit,RuPay,2024-08-07,2029-11-03,767,50000,Blocked
CARD000060,CUST015881,ACC99185590,213102582897713,Debit,Visa,2022-02-26,2030-09-17,210,100000,Expired
CARD000061,CUST004433,ACC48384758,4444458125618294,Credit,MasterCard,2022-01-10,2028-03-16,299,100000,Blocked
CARD000062,CUST017897,ACC30719524,4386659248014728644,Credit,MasterCard,2022-03-26,2026-10-23,936,100000,Expired
CARD000063,CUST004738,ACC91713926,30216533418345,Credit,RuPay,2022-03-21,2023-05-24,575,100000,Active
CARD000064,CUST012785,ACC30959202,4975006207089897,Debit,RuPay,2023-02-22,2029-05-22,831,50000,Expired
CARD000065,CUST013530,ACC11808687,563919617578,Credit,MasterCard,2022-08-01,2031-07-31,240,50000,Blocked
CARD000066,CUST008160,ACC71689947,4533123315344414,Credit,MasterCard,2023-02-13,2023-07-19,147,200000,Expired
CARD000067,CUST007394,ACC90451959,349379657663660,Credit,Visa,2022-02-19,2029-03-09,480,50000,Active
CARD000068,CUST007994,ACC16087536,630483225136,Credit,RuPay,2025-05-01,2028-04-20,907,50000,Expired
CARD000069,CUST000731,ACC91722373,3550194753568004,Credit,RuPay,2025-12-16,2026-05-31,468,50000,Active
CARD000070,CUST001783,ACC11188544,377740740107103,Debit,MasterCard,2023-09-25,2023-11-18,611,200000,Active
CARD000071,CUST017977,ACC47313450,30075859128429,Debit,Visa,2025-07-01,2030-11-08,309,200000,Blocked
CARD000072,CUST003635,ACC52253258,348567132640615,Credit,Visa,2024-03-28,2026-07-24,175,100000,Active
CARD000073,CUST000144,ACC37730890,5310497700042478,Debit,MasterCard,2024-05-02,2029-05-27,297,25000,Expired
CARD000074,CUST016894,ACC29494233,676228986839,Debit,Visa,2025-09-04,2028-04-26,436,50000,Expired
CARD000075,CUST008741,ACC72735144,346412120841556,Debit,RuPay,2023-02-24,2023-10-20,529,200000,Active
CARD000076,CUST018256,ACC21402731,564456512529,Debit,Visa,2025-09-17,2029-11-15,951,50000,Blocked
CARD000077,CUST014480,ACC90335201,3518755219879713,Debit,RuPay,2021-08-16,2026-01-16,587,50000,Active
CARD000078,CUST018818,ACC19480614,2254336211718074,Debit,RuPay,2022-03-07,2026-10-20,537,100000,Active
CARD000079,CUST007288,ACC23085740,4737021307385132813,Credit,RuPay,2022-01-04,2022-12-03,991,200000,Expired
CARD000080,CUST002350,ACC28858189,4558198040883010796,Credit,MasterCard,2024-08-01,2026-09-22,644,200000,Active
CARD000081,CUST005366,ACC49921255,3507995901725757,Credit,MasterCard,2024-04-18,2025-07-22,734,25000,Active
CARD000082,CUST001482,ACC12314548,180097198242735,Credit,Visa,2024-06-27,2027-05-19,633,100000,Active
CARD000083,CUST009368,ACC60555948,3569083007737144,Credit,RuPay,2021-09-07,2029-05-08,389,100000,Blocked
CARD000084,CUST016563,ACC51830851,4906615483359891,Debit,MasterCard,2026-06-28,2026-09-20,701,50000,Expired
CARD000085,CUST013490,ACC15974166,4503217196733145,Debit,RuPay,2022-09-17,2025-07-31,523,100000,Expired
CARD000086,CUST013328,ACC11819012,213105260294434,Debit,Visa,2023-04-17,2027-07-06,512,100000,Expired
CARD000087,CUST006893,ACC52427811,676136472047,Credit,RuPay,2022-06-18,2028-01-12,374,100000,Blocked
CARD000088,CUST002969,ACC26765728,2264607023090391,Debit,MasterCard,2024-12-16,2030-05-19,511,200000,Blocked
CARD000089,CUST006911,ACC23803900,6011190457208273,Credit,Visa,2023-03-23,2025-06-14,342,100000,Expired
CARD000090,CUST019303,ACC55641703,4835018409047979792,Credit,RuPay,2021-10-06,2025-03-26,143,200000,Blocked
CARD000091,CUST001202,ACC28298016,4382940235243,Debit,RuPay,2022-09-24,2025-12-21,701,200000,Blocked
CARD000092,CUST001980,ACC18633934,30398946864321,Credit,Visa,2025-10-06,2027-09-06,554,100000,Blocked
CARD000093,CUST003158,ACC17111790,4359315655448513,Debit,MasterCard,2021-10-28,2026-08-14,877,50000,Active
CARD000094,CUST005827,ACC10361772,4571506885893609783,Credit,RuPay,2023-03-17,2028-03-10,589,100000,Expired
CARD000095,CUST006188,ACC12509168,630411818259,Debit,RuPay,2023-10-11,2026-07-01,989,200000,Active
CARD000096,CUST005291,ACC46517684,340807429469429,Debit,MasterCard,2023-04-21,2030-09-07,857,50000,Active
CARD000097,CUST018991,ACC16906601,060431299928,Debit,Visa,2025-08-28,2026-10-19,374,50000,Blocked
CARD000098,CUST008176,ACC23668131,568841156330,Credit,MasterCard,2023-11-28,2026-03-21,740,50000,Expired
CARD000099,CUST006681,ACC22964434,30544297986490,Credit,RuPay,2026-07-26,2030-11-30,770,25000,Expired
CARD000100,CUST013030,ACC92419689,3592598454846370,Debit,MasterCard,2022-03-29,2029-10-07,486,50000,Blocked
CARD000101,CUST018336,ACC80229495,4512067650192,Debit,MasterCard,2024-03-23,2026-07-01,818,25000,Active
CARD000102,CUST003348,ACC90303507,342195920762445,Credit,RuPay,2025-02-21,2029-11-09,876,50000,Blocked
CARD000103,CUST013434,ACC93072989,3534223920210314,Debit,MasterCard,2025-03-16,2028-09-06,777,200000,Active
CARD000104,CUST000606,ACC97365700,6551130149351152,Debit,RuPay,2024-09-08,2026-06-04,198,25000,Expired
CARD000105,CUST007352,ACC25201537,3565117463121734,Debit,MasterCard,2022-05-23,2029-04-22,202,25000,Blocked
CARD000106,CUST014676,ACC32169729,3511827374132985,Debit,Visa,2025-01-23,2031-04-28,505,50000,Expired
CARD000107,CUST003706,ACC32481429,4453937113691,Debit,MasterCard,2022-07-30,2027-08-02,971,50000,Active
CARD000108,CUST013844,ACC98801461,3525342762344964,Debit,MasterCard,2023-12-07,2030-05-19,157,50000,Expired
CARD000109,CUST011041,ACC38561679,348203879821768,Debit,Visa,2023-11-21,2028-10-22,833,50000,Active
CARD000110,CUST002588,ACC87711786,4730084003569138317,Debit,MasterCard,2022-04-30,2024-05-31,354,25000,Active
CARD000111,CUST006972,ACC52589672,30320847823008,Debit,MasterCard,2025-08-23,2031-02-09,889,200000,Expired
CARD000112,CUST011933,ACC78738556,342698705231841,Debit,RuPay,2023-01-10,2026-11-09,259,50000,Expired
CARD000113,CUST015436,ACC49862570,343150276598249,Credit,RuPay,2023-07-09,2024-09-13,695,50000,Active
CARD000114,CUST016730,ACC86793257,4489460055737139103,Debit,MasterCard,2022-06-29,2022-11-20,685,200000,Expired
CARD000115,CUST003634,ACC63547305,3599612699919406,Debit,MasterCard,2026-07-05,2027-02-20,464,50000,Expired
CARD000116,CUST019666,ACC72880305,213132068876923,Credit,RuPay,2025-09-06,2030-08-28,165,25000,Active
CARD000117,CUST008641,ACC22932524,347671355446139,Debit,MasterCard,2024-10-16,2031-04-12,387,50000,Blocked
CARD000118,CUST002079,ACC64654635,4765583415522509,Credit,RuPay,2022-09-16,2028-04-11,649,50000,Active
CARD000119,CUST004124,ACC25399610,6510255053715546,Debit,Visa,2025-11-29,2030-07-04,329,200000,Active
CARD000120,CUST019128,ACC34113047,3560674271989046,Credit,MasterCard,2026-05-29,2026-07-10,346,200000,Expired
CARD000121,CUST003810,ACC48261587,38579682135156,Credit,RuPay,2021-11-14,2024-06-11,382,25000,Blocked
CARD000122,CUST017357,ACC26705622,4343071530117,Debit,Visa,2026-06-08,2029-03-20,379,200000,Expired
CARD000123,CUST003433,ACC44238318,180015574561296,Credit,RuPay,2022-08-19,2026-08-30,662,200000,Expired
CARD000124,CUST017253,ACC66997388,3519952176112381,Credit,RuPay,2023-11-15,2029-05-03,256,200000,Active
CARD000125,CUST007700,ACC38748025,4341422731321085,Credit,RuPay,2026-07-09,2027-08-22,636,200000,Active
CARD000126,CUST000167,ACC32327839,4746746670881290,Debit,RuPay,2023-04-03,2026-10-14,852,50000,Active
CARD000127,CUST008636,ACC52006084,213113009116611,Credit,MasterCard,2024-07-29,2030-06-13,375,200000,Active
CARD000128,CUST001721,ACC33500766,30243576091938,Credit,MasterCard,2022-11-11,2029-03-07,290,25000,Active
CARD000129,CUST014745,ACC58785214,4330593790816,Credit,MasterCard,2025-11-11,2031-01-22,615,50000,Expired
CARD000130,CUST007132,ACC96988433,30292772816838,Credit,RuPay,2025-05-17,2029-01-01,877,25000,Blocked
CARD000131,CUST010252,ACC74488010,6011081890194768,Credit,MasterCard,2026-05-10,2028-01-29,543,50000,Active
CARD000132,CUST010162,ACC40591934,6011920751204796,Debit,MasterCard,2021-10-06,2031-05-24,711,100000,Blocked
CARD000133,CUST017169,ACC61539559,4866555328285042,Debit,RuPay,2024-09-21,2025-06-14,514,50000,Active
CARD000134,CUST005350,ACC34622227,3500919201771631,Debit,Visa,2022-05-19,2030-11-25,701,200000,Blocked
CARD000135,CUST015509,ACC57104790,3520214463574675,Debit,RuPay,2023-06-20,2024-03-22,778,25000,Expired
CARD000136,CUST005171,ACC89716105,4341962177763647,Debit,MasterCard,2024-04-01,2030-06-07,634,100000,Expired
CARD000137,CUST007369,ACC97981932,4689691526780,Credit,MasterCard,2025-01-16,2026-12-25,908,100000,Active
CARD000138,CUST007200,ACC96066210,5115395137247396,Credit,RuPay,2023-10-20,2026-04-18,296,100000,Expired
CARD000139,CUST012575,ACC93471848,574977167422,Debit,MasterCard,2023-03-08,2029-07-21,478,50000,Expired
CARD000140,CUST019812,ACC79858570,213131923898502,Credit,Visa,2022-11-13,2031-02-14,788,50000,Active
CARD000141,CUST001673,ACC96302007,213119049043004,Debit,MasterCard,2021-11-08,2026-09-24,952,200000,Expired
CARD000142,CUST009977,ACC65884559,213102763874846,Credit,MasterCard,2023-05-07,2026-04-13,662,100000,Active
CARD000143,CUST016001,ACC31265564,4688955968120770,Debit,RuPay,2023-10-01,2027-12-09,606,25000,Active
CARD000144,CUST010779,ACC19483571,5394347194109474,Credit,Visa,2023-07-06,2026-02-03,465,25000,Expired
CARD000145,CUST017463,ACC85842202,3550124479129732,Credit,RuPay,2026-05-27,2027-08-11,513,50000,Active
CARD000146,CUST003294,ACC74975421,344293997068669,Debit,RuPay,2024-12-19,2028-04-16,988,200000,Expired
CARD000147,CUST019362,ACC78677501,4027943885646614,Debit,MasterCard,2025-12-21,2028-06-04,417,200000,Active
CARD000148,CUST010569,ACC93211988,675968440551,Debit,RuPay,2023-06-21,2024-12-26,397,25000,Expired
CARD000149,CUST010957,ACC98613614,3595662483270056,Credit,Visa,2025-04-02,2025-06-14,267,50000,Active
CARD000150,CUST000139,ACC60395770,3577944825012517,Credit,MasterCard,2022-12-04,2031-03-10,874,25000,Expired
CARD000151,CUST007337,ACC51251867,180047845508350,Credit,MasterCard,2021-10-21,2023-03-30,138,100000,Expired
CARD000152,CUST018181,ACC43817776,2292140645308070,Debit,MasterCard,2025-10-28,2026-03-14,666,100000,Blocked
CARD000153,CUST013905,ACC12049079,6011920355936637,Debit,Visa,2024-06-01,2029-02-16,380,200000,Blocked
CARD000154,CUST009835,ACC42028551,4395745018781331220,Credit,MasterCard,2024-01-01,2024-10-21,892,100000,Expired
CARD000155,CUST000967,ACC25653388,4018169831755652,Credit,MasterCard,2025-08-25,2027-12-08,847,50000,Expired
CARD000156,CUST007226,ACC51108147,4012224929043,Debit,RuPay,2023-12-10,2028-07-09,214,50000,Expired
CARD000157,CUST009504,ACC80286618,6514784168153737,Credit,MasterCard,2023-01-10,2024-06-02,772,100000,Active
CARD000158,CUST002341,ACC97862501,4015190057986139,Debit,Visa,2022-11-16,2024-05-08,240,25000,Expired
CARD000159,CUST001111,ACC38905285,4116957051872350,Debit,MasterCard,2023-10-19,2024-03-06,439,200000,Active
CARD000160,CUST005894,ACC43925686,2239539001328778,Debit,RuPay,2025-03-27,2028-08-15,318,25000,Blocked
CARD000161,CUST012441,ACC25228811,180068955390538,Credit,Visa,2024-01-09,2026-09-05,843,25000,Active
CARD000162,CUST001219,ACC14930621,4599786713062,Debit,RuPay,2023-05-29,2024-08-09,451,100000,Active
CARD000163,CUST018711,ACC63736298,3563014594480307,Debit,Visa,2025-11-05,2027-05-05,502,200000,Expired
CARD000164,CUST015229,ACC97543395,4087434241003655,Credit,Visa,2022-02-10,2030-06-18,127,100000,Active
CARD000165,CUST002401,ACC84465862,4533538981218197844,Credit,Visa,2023-07-22,2025-08-03,950,50000,Blocked
CARD000166,CUST009047,ACC60331119,346571434184514,Credit,MasterCard,2024-04-04,2026-08-14,943,100000,Active
CARD000167,CUST017520,ACC47565722,4495804450922173,Credit,Visa,2025-09-15,2031-03-01,688,200000,Blocked
CARD000168,CUST014529,ACC67065236,4978766546967,Debit,RuPay,2025-08-19,2026-02-16,622,200000,Expired
CARD000169,CUST016058,ACC83607385,2448001388322970,Credit,MasterCard,2022-01-23,2023-12-12,906,100000,Blocked
CARD000170,CUST011259,ACC28138696,2408816303889482,Credit,RuPay,2025-01-17,2025-12-19,678,50000,Active
CARD000171,CUST018774,ACC69250883,676395413740,Credit,MasterCard,2026-06-15,2030-02-02,801,25000,Active
CARD000172,CUST009900,ACC13360538,374305982988876,Credit,RuPay,2025-12-31,2028-05-20,264,100000,Active
CARD000173,CUST015838,ACC75940970,3553201147908379,Debit,RuPay,2025-09-28,2029-11-28,592,100000,Blocked
CARD000174,CUST010856,ACC29866010,340895017989379,Credit,Visa,2022-08-29,2025-01-04,387,100000,Blocked
CARD000175,CUST010747,ACC59287433,213181675741525,Credit,RuPay,2024-10-13,2030-11-28,529,50000,Expired
CARD000176,CUST005466,ACC52176043,4683705937547,Debit,MasterCard,2023-11-21,2025-08-24,524,200000,Blocked
CARD000177,CUST003212,ACC11628543,3554791342562434,Credit,MasterCard,2025-10-16,2027-08-17,393,50000,Blocked
CARD000178,CUST000560,ACC55083673,213156427713253,Credit,RuPay,2023-01-23,2027-03-12,726,25000,Expired
CARD000179,CUST012483,ACC44518721,370373901175920,Debit,MasterCard,2023-07-29,2025-12-08,396,25000,Blocked
CARD000180,CUST010358,ACC76719041,4999704636313727512,Credit,Visa,2024-06-30,2031-06-27,163,100000,Blocked
CARD000181,CUST003877,ACC87129722,4469129536330593,Debit,Visa,2026-02-01,2031-07-13,644,100000,Expired
CARD000182,CUST019257,ACC64816755,2228277706344690,Debit,Visa,2026-01-23,2027-01-20,692,200000,Active
CARD000183,CUST001742,ACC83455763,3553030557271519,Credit,Visa,2023-03-10,2029-10-29,496,100000,Blocked
CARD000184,CUST007413,ACC34611931,5210632210078874,Debit,Visa,2023-05-04,2029-07-08,887,200000,Expired
CARD000185,CUST009960,ACC70540073,4817718666434,Credit,Visa,2024-01-03,2026-08-01,344,50000,Blocked
CARD000186,CUST009550,ACC45622433,4785458778562,Credit,Visa,2023-08-20,2028-09-21,453,25000,Active
CARD000187,CUST007836,ACC30865189,180009701850508,Debit,MasterCard,2025-09-24,2030-11-10,978,200000,Active
CARD000188,CUST019152,ACC68412303,2232179488214725,Debit,MasterCard,2026-06-25,2031-05-24,252,100000,Expired
CARD000189,CUST014587,ACC23493235,371571000018615,Debit,Visa,2026-05-06,2029-03-20,680,50000,Blocked
CARD000190,CUST003340,ACC34257866,4283425463186337,Credit,MasterCard,2023-04-26,2024-10-16,668,50000,Expired
CARD000191,CUST015208,ACC44868567,630447275961,Credit,RuPay,2022-06-09,2023-01-01,704,25000,Blocked
CARD000192,CUST016051,ACC28241744,30198128228265,Credit,Visa,2026-05-15,2030-10-16,269,25000,Blocked
CARD000193,CUST015445,ACC38821110,30490751477362,Credit,Visa,2024-09-30,2029-06-01,592,25000,Active
CARD000194,CUST018748,ACC29504793,4242233693106337384,Debit,MasterCard,2025-04-12,2029-12-29,686,25000,Active
CARD000195,CUST007519,ACC22943762,342571432672670,Debit,Visa,2024-05-16,2025-09-08,478,200000,Blocked
CARD000196,CUST019099,ACC28534866,6517942685301281,Credit,MasterCard,2024-02-21,2031-01-29,618,200000,Blocked
CARD000197,CUST006298,ACC34638067,346020722279636,Debit,MasterCard,2025-01-12,2025-01-14,328,25000,Expired
CARD000198,CUST011486,ACC63409575,4040038172138954,Debit,MasterCard,2022-08-01,2023-08-18,933,200000,Blocked
CARD000199,CUST016082,ACC98095735,2292013419936089,Credit,RuPay,2024-12-19,2027-07-12,107,50000,Blocked
CARD000200,CUST019373,ACC57261899,6588118175297891,Debit,MasterCard,2024-05-14,2028-12-23,272,25000,Active
CARD000201,CUST007345,ACC93062782,4158683310223,Debit,Visa,2023-02-04,2030-01-04,158,100000,Active
CARD000202,CUST002228,ACC35937814,3506967944335747,Debit,MasterCard,2024-09-10,2025-11-08,293,25000,Expired
CARD000203,CUST014680,ACC68923255,4568003205189939,Debit,Visa,2023-11-19,2027-07-06,542,200000,Blocked
CARD000204,CUST018725,ACC20956593,630483084830,Credit,MasterCard,2025-04-03,2030-02-18,565,200000,Expired
CARD000205,CUST008387,ACC62725154,4561003001291,Credit,Visa,2023-10-27,2028-02-04,901,200000,Active
CARD000206,CUST006073,ACC21166177,4441955006787935,Credit,MasterCard,2022-11-02,2023-07-12,572,100000,Active
CARD000207,CUST014186,ACC70228944,4981701892499052,Debit,MasterCard,2026-05-20,2027-08-02,877,200000,Expired
CARD000208,CUST001929,ACC64159137,4667931258011685,Debit,Visa,2026-02-10,2026-05-25,676,25000,Active
CARD000209,CUST007451,ACC84180240,4861754728088,Debit,MasterCard,2022-09-23,2028-10-31,328,25000,Blocked
CARD000210,CUST009351,ACC26266158,30391193374920,Debit,RuPay,2025-05-12,2029-12-30,306,25000,Expired
CARD000211,CUST002190,ACC74234924,4992369956182867731,Debit,RuPay,2023-05-06,2027-08-28,368,25000,Active
CARD000212,CUST019658,ACC47918232,38135060844271,Credit,Visa,2022-04-01,2026-12-17,168,200000,Expired
CARD000213,CUST000188,ACC66187818,4433248152587170,Debit,MasterCard,2021-10-24,2031-04-27,464,200000,Expired
CARD000214,CUST001122,ACC86197387,3560599805740435,Credit,MasterCard,2025-11-24,2026-02-10,691,25000,Active
CARD000215,CUST000354,ACC84695878,30499367254305,Debit,MasterCard,2026-07-07,2027-12-06,604,100000,Expired
CARD000216,CUST015014,ACC80654826,4035444101242,Credit,MasterCard,2021-08-20,2028-06-23,395,100000,Blocked
CARD000217,CUST013842,ACC21556667,340935331446423,Credit,RuPay,2024-09-14,2027-03-08,169,50000,Expired
CARD000218,CUST010897,ACC86000432,4755709304585487106,Debit,MasterCard,2023-07-22,2024-11-23,419,200000,Expired
CARD000219,CUST013241,ACC40831006,4967230111607,Credit,MasterCard,2023-08-11,2028-06-19,496,50000,Active
CARD000220,CUST013437,ACC20947833,4442034998047937,Credit,RuPay,2024-01-09,2028-05-15,464,200000,Active
CARD000221,CUST014665,ACC87122644,340763920374248,Credit,Visa,2022-11-27,2026-10-19,832,25000,Blocked
CARD000222,CUST012664,ACC65277302,4467593666435534,Credit,Visa,2025-09-30,2030-07-23,858,100000,Expired
CARD000223,CUST004362,ACC45049405,4341441694639,Credit,MasterCard,2022-09-14,2026-04-20,413,25000,Active
CARD000224,CUST009631,ACC75494184,4225761813801121,Credit,Visa,2024-07-15,2029-07-23,182,200000,Blocked
CARD000225,CUST008091,ACC66882845,3540004164591706,Credit,RuPay,2022-10-03,2027-12-06,210,200000,Expired
CARD000226,CUST000836,ACC62161887,4351068547290555,Credit,MasterCard,2024-07-28,2029-07-28,434,200000,Blocked
CARD000227,CUST007814,ACC27259324,4347577413007325284,Credit,MasterCard,2025-09-02,2030-10-29,736,50000,Blocked
CARD000228,CUST015436,ACC17826016,502077045107,Credit,MasterCard,2021-12-26,2029-10-20,507,50000,Expired
CARD000229,CUST009817,ACC12959703,4275255112413883983,Debit,RuPay,2024-07-06,2029-05-19,559,100000,Active
CARD000230,CUST017292,ACC37769392,4974001892010903,Debit,Visa,2022-04-23,2025-12-26,286,100000,Blocked
CARD000231,CUST008611,ACC58070614,581892590406,Debit,MasterCard,2021-08-06,2025-02-28,179,200000,Active
CARD000232,CUST002273,ACC29133790,4049067196348,Credit,MasterCard,2025-09-08,2031-07-24,833,50000,Blocked
CARD000233,CUST002409,ACC47286278,4415958537962850508,Debit,Visa,2026-07-30,2030-02-12,235,100000,Expired
CARD000234,CUST014331,ACC77722590,36320106785603,Credit,RuPay,2025-03-24,2029-06-11,145,100000,Active
CARD000235,CUST018629,ACC55236368,3544382118433761,Credit,RuPay,2025-08-13,2029-03-26,930,100000,Active
CARD000236,CUST012513,ACC10151415,6593928852522723,Credit,Visa,2022-02-06,2031-02-11,688,50000,Blocked
CARD000237,CUST013099,ACC42379732,4692497276741,Debit,MasterCard,2025-09-28,2030-09-11,807,25000,Active
CARD000238,CUST015777,ACC10166374,4359469341707819635,Credit,RuPay,2025-10-08,2031-05-03,607,100000,Blocked
CARD000239,CUST008331,ACC29511855,6523821015940525,Credit,Visa,2022-06-06,2030-01-02,823,50000,Blocked
CARD000240,CUST016738,ACC59805674,4221932459280149328,Credit,RuPay,2023-08-16,2025-04-27,905,200000,Active
CARD000241,CUST004788,ACC21784749,4080108024508703,Credit,RuPay,2026-05-18,2030-03-10,942,100000,Expired
